sep=;
Object;DCN;Description;Design Responsible;KOLA Time;Status;Fact No Time;Product Class;LinkID;Function Group;Suffix;Context;Usage;Partno;Part issue;Qty;Amount;UoM;Name;Variants;Added;Deleted;Parttype;Module;Safety Part;Direction;Old LinkID;New Link ID;AssyMark;AssyMark Fact
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956409;897 ;20;1;1;24365355;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2570,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956419;897 ;20;1;1;24365976;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2110,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,425HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956420;897 ;20;1;1;24365977;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2110,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,425HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956421;897 ;20;1;1;24365978;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2400,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,455HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956422;897 ;20;1;1;24365979;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2400,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,455HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956423;897 ;20;1;1;24365980;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,455HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956424;897 ;20;1;1;24365981;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,455HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956425;897 ;20;1;1;24365982;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956426;897 ;20;1;1;24365983;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956427;897 ;20;1;1;24365985;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956430;897 ;20;1;1;24365986;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956431;897 ;20;1;1;24365987;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956432;897 ;20;1;1;24365988;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956433;897 ;20;1;1;24365989;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956436;897 ;20;1;1;24365990;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956437;897 ;20;1;1;24365992;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2237,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956439;897 ;20;1;1;24365996;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2237,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956440;897 ;20;1;1;24365997;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956978;897 ;20;1;1;24368040;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ETOR2550,UEBRAKE,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956983;897 ;20;1;1;24368043;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ET2-2511,EBR-VEB7,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956984;897 ;20;1;1;24368046;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ET2-2511,UEBRAKE,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956441;897 ;20;1;1;24365998;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-VOC,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956974;897 ;20;1;1;24368034;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N455,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956975;897 ;20;1;1;24368035;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ETOR2250,EBR-VEB7,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956976;897 ;20;1;1;24368038;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956977;897 ;20;1;1;24368039;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ETOR2550,EBR-VEB7,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956985;897 ;20;1;1;24368047;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ET2-2570,EBR-VEB7,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956986;897 ;20;1;1;24368048;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ET2-2570,UEBRAKE,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956987;897 ;20;1;1;24368049;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ETOR2570,EBR-VEB7,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956988;897 ;20;1;1;24368050;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ETOR2570,UEBRAKE,TURBO-S,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956989;897 ;20;1;1;24368092;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N405,GRPM2100,ET2-2374,EBR-VEB+,TURBO-TC,EM-USA21,RUSACARB,GHG-HIG,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956990;897 ;20;1;1;24368093;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N425,GRPM2100,ET2-2374,EBR-VEB+,TURBO-TC,EM-USA21,RUSACARB,GHG-HIG,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956991;897 ;20;1;1;24368094;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N455,GRPM2100,ET2-2511,EBR-VEB+,TURBO-TC,EM-USA21,RUSACARB,GHG-HIG,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956992;897 ;20;1;1;24368097;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N405,GRPM2100,ET2-2374,EBR-VEB+,TURBO-TC,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956993;897 ;20;1;1;24368098;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N425,GRPM2100,ET2-2374,EBR-VEB+,TURBO-TC,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956994;897 ;20;1;1;24368099;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N455,GRPM2100,ET2-2511,EBR-VEB+,TURBO-TC,EM-USA21,RUSACARB,GHG-VOC,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956376;897 ;20;1;1;24365339;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956377;897 ;20;1;1;24365339;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956378;897 ;20;1;1;24365340;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956379;897 ;20;1;1;24365340;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956380;897 ;20;1;1;24365341;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956381;897 ;20;1;1;24365341;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956382;897 ;20;1;1;24365342;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956383;897 ;20;1;1;24365342;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956384;897 ;20;1;1;24365343;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956385;897 ;20;1;1;24365343;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956386;897 ;20;1;1;24365344;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956387;897 ;20;1;1;24365344;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956388;897 ;20;1;1;24365345;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956389;897 ;20;1;1;24365345;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2550,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956390;897 ;20;1;1;24365346;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2237,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956391;897 ;20;1;1;24365346;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2237,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956392;897 ;20;1;1;24365347;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2237,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956393;897 ;20;1;1;24365347;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2237,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,415HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956394;897 ;20;1;1;24365348;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956395;897 ;20;1;1;24365348;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956396;897 ;20;1;1;24365349;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956397;897 ;20;1;1;24365349;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,445HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956398;897 ;20;1;1;24365350;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956940;897 ;20;1;1;24367999;P01;00001;     ;001;LABEL;04-TLV,ENG-VE13,D13N500,ET2-2511,EBR-VEB7,TURBO-S,EM-USA21,RUSACARB,GHG-HIG,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956399;897 ;20;1;1;24365350;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956400;897 ;20;1;1;24365351;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956401;897 ;20;1;1;24365351;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2511,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956402;897 ;20;1;1;24365352;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2570,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956403;897 ;20;1;1;24365352;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ET2-2570,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,505HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956370;897 ;20;1;1;24365336;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,455HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956371;897 ;20;1;1;24365336;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,EBR-VEB7,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,455HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956372;897 ;20;1;1;24365337;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HIG,455HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
P28-0752;K1591873;"PC61/FG210/FG897/HDE11/13/EOBD-U23 EXIT (HARDWARE)";64320;202452;Introduced;;=T("61");956373;897 ;20;1;1;24365337;P01;00001;     ;001;LABEL;28-HDV,ENG-VE13,ETOR2250,UEBRAKE,TURBO-S,EM-USA21,RUSAUCAR,GHG-HH,455HP,EOBD-U23;K1574455;K1591873;D;   -   -   ;N;;;;;
